LATITUDE,LONGITUDE,OBSERVATION DATE
-12.901538,-71.409793,43103
-12.901538,-71.409793,43103
10.9623429,-74.7292614,43104
10.9623429,-74.7292614,43104
-18.4165392,-70.3224081,43106
-12.894784,-71.40374,43106
-12.894784,-71.40374,43106
11.1880008,-74.1126108,43107
11.1880008,-74.1126108,43107
11.4047479,-73.0990563,43108
11.4047479,-73.0990563,43108
11.4047479,-73.0990563,43108
11.4047479,-73.0990563,43108
11.4047479,-73.0990563,43108
11.4047479,-73.0990563,43108
11.4047479,-73.0990563,43108
11.4047479,-73.0990563,43108
11.4047479,-73.0990563,43108
11.4047479,-73.0990563,43108
11.4047479,-73.0990563,43108
11.4047479,-73.0990563,43108
11.4047479,-73.0990563,43108
11.4047479,-73.0990563,43108
11.4047479,-73.0990563,43108
11.4047479,-73.0990563,43108
11.4047479,-73.0990563,43108
11.4047479,-73.0990563,43108
11.4047479,-73.0990563,43108
11.4047479,-73.0990563,43108
-14.4345971,-67.5171232,43108
-14.4345971,-67.5171232,43108
-14.4345971,-67.5171232,43108
-14.4345971,-67.5171232,43108
-2.1053724,-79.9144917,43108
-0.4908382,-76.4244175,43109
-0.4908382,-76.4244175,43109
-17.8775,-63.186,43111
-17.8775,-63.186,43111
-17.8775,-63.186,43111
-17.8775,-63.186,43111
-0.494689,-76.418865,43111
-0.494689,-76.418865,43111
6.1018098,-75.5039692,43113
10.6576346,-71.5921293,43113
4.529367,-76.0873175,43114
4.529367,-76.0873175,43114
4.529367,-76.0873175,43114
4.529367,-76.0873175,43114
4.529367,-76.0873175,43114
4.529367,-76.0873175,43114
4.529367,-76.0873175,43114
4.529367,-76.0873175,43114
4.5269586,-76.0907747,43114
4.5269586,-76.0907747,43114
4.5269586,-76.0907747,43114
4.5269586,-76.0907747,43114
4.5269586,-76.0907747,43114
4.5269586,-76.0907747,43114
4.527307,-76.090649,43114
4.527307,-76.090649,43114
4.527307,-76.090649,43114
4.527307,-76.090649,43114
4.527307,-76.090649,43114
4.527307,-76.090649,43114
4.5269586,-76.0907747,43114
4.5269586,-76.0907747,43114
4.5269586,-76.0907747,43114
4.5269586,-76.0907747,43114
4.5269586,-76.0907747,43114
4.5269586,-76.0907747,43114
4.5268556,-76.0905378,43114
4.5268556,-76.0905378,43114
4.5269586,-76.0907747,43114
4.5269586,-76.0907747,43114
4.5269586,-76.0907747,43114
4.5269586,-76.0907747,43114
4.5269586,-76.0907747,43114
4.5269586,-76.0907747,43114
4.527307,-76.090649,43114
4.527307,-76.090649,43114
4.527307,-76.090649,43114
4.527307,-76.090649,43114
4.527307,-76.090649,43114
4.527307,-76.090649,43114
-12.1479992,-77.0231509,43115
-12.1479992,-77.0231509,43115
-16.952785,-65.394653,43115
-16.952785,-65.394653,43115
-16.952785,-65.394653,43115
-16.952785,-65.394653,43115
-16.952785,-65.394653,43115
-16.952785,-65.394653,43115
-16.952785,-65.394653,43115
-16.952785,-65.394653,43115
-16.952785,-65.394653,43115
-16.952785,-65.394653,43115
-16.952785,-65.394653,43115
-16.952785,-65.394653,43115
-14.4345971,-67.5171232,43116
-14.4345971,-67.5171232,43116
-14.4345971,-67.5171232,43116
-5.036689,-73.963221,43117
-18.5073659,-70.2299738,43117
-5.139447,-74.141164,43118
-12.594993,-69.187559,43119
-12.594993,-69.187559,43119
-12.594993,-69.187559,43119
-12.594993,-69.187559,43119
-12.594993,-69.187559,43119
-12.594993,-69.187559,43119
-12.594993,-69.187559,43119
-12.594993,-69.187559,43119
-12.594993,-69.187559,43119
-12.594993,-69.187559,43119
-12.594993,-69.187559,43119
-4.566148,-73.670365,43119
